ID  ※重複不可　バージョンアップで称号を追加した時にずれないようにするためのもの,"word
称号用ワード

※英語追加時、半角スペースを入れた称号は作成しない。

※英語関連は単語の最初は大文字","furigana
ふりがな","publish_type
配布・販売種別

 'shop'
 => '一般称号(販売)',
 'login'     
=> '一般称号(期間内ログインで配布)',
'medal'    
 => 'メダル称号',
 'record'    
=> '特別称号(実績に応じて配布)',
 'evet'     
 => '特別称号(イベント時プレイにより配布)'
 'special'  
 => '特別称号(手動配布)',
","index
販売・設定用索引キー

aa:あ行
ka:か行
sa:さ行
taた行
naな行
haは行
maま行
yaや行
raら行
waわ行
a-z : アルファベット
number:数字
symbol:記号
other:その他
medal:メダル
special:特別","sub_index
サブ索引キー

あ,い,う,え,お などの2番目の索引。indexがひらがなのもののみ記入してください

あかさたな・・
a,ka,sa,ta,na,. ..
いきしちに・・
i,ki,si,ti,ni, ...
うくすつぬ・・
u,ku,su,tu,nu...
・・・","publish_start
配布開始日時

「一般称号(期間内ログインで配布)」「特別称号(イベント時プレイにより配布)」で使
用","publish_end
配布終了日時

「一般称号(期間内ログインで配布)」「特別称号(イベント時プレイにより配布)」で使
用","event_key
対応するイベントNO

「特別称号(イベント時プレイにより配布)」で使用

※イベントフラグと
連動しますので、これ単独で設定をしても配布されることはありません

※本来はNOが入るがとりあえず、今は名前で代用","medal_key
対応するメダルNO

「メダル称号」で使用<br />

※メダルフラグと連動しますので、これ単独で設
定をしても配布されることはありません","record_key
対応する実績条件キー

「特別称号(実績に応じて配布)」で使用


※本来は条件キーが入るが、今は名前で代用","publish_status
配布ステータス

1:配布中
0:配布停止

一般称号（販売用）とイベント称号の時に使用。
これが0の時には、販売や配布を停止する

後から追加予定のものはここを0にして書いておいて頂いても大丈夫です","use_status
使用ステータス

1:称号に使用可
0:不可

0の場合には称号設定画面で選択できない

基本的には使うことはない想定のステータスだが、念のため用意

後から追加予定のものはここを0にして書いておいても大丈夫です",タイムスタンプ,メモ,パッチDLC番号,DLC番号,"称号プレート番号(仮)
1xxy
xx … キャラ番号(chrxx)
y … 0銅 1銀 2金 3虹",アンロック用文字列,キャラ番号(特別称号フィルタ),DLC番号
3072,ドリフター,どりふたー,shop,ta,to,,,,,,1,1,,,0,0,-1,-1,-1,0
3073,トリプル,とりぷる,shop,ta,to,,,,,,1,1,,,0,0,-1,-1,-1,0
3074,トルネード,とるねーど,shop,ta,to,,,,,,1,1,,,0,0,-1,-1,-1,0
3075,トレーニング,とれーにんぐ,shop,ta,to,,,,,,1,1,,,0,0,-1,-1,-1,0
3076,ドロップ,どろっぷ,shop,ta,to,,,,,,1,1,,,0,0,-1,-1,-1,0
3077,トン,とん,shop,ta,to,,,,,,1,1,,,0,0,-1,-1,-1,0
3078,な,な,shop,na,na,,,,,,1,1,,,0,0,-1,-1,-1,0
3079,ナース,なーす,shop,na,na,,,,,,1,1,,,0,0,-1,-1,-1,0
3080,ナイス,ないす,shop,na,na,,,,,,1,1,,,0,0,-1,-1,-1,0
3081,内戦,ないせん,shop,na,na,,,,,,1,1,,,0,0,-1,-1,-1,0
3082,ナイツ,ないつ,shop,na,na,,,,,,1,1,,,0,0,-1,-1,-1,0
3083,内定,ないてい,shop,na,na,,,,,,1,1,,,0,0,-1,-1,-1,0
3084,ナイト,ないと,shop,na,na,,,,,,1,1,,,0,0,-1,-1,-1,0
3085,内包,ないほう,shop,na,na,,,,,,1,1,,,0,0,-1,-1,-1,0
3086,萎え,なえ,shop,na,na,,,,,,1,1,,,0,0,-1,-1,-1,0
3087,中の人,なかのひと,shop,na,na,,,,,,1,1,,,0,0,-1,-1,-1,0
3088,仲間,なかま,shop,na,na,,,,,,1,1,,,0,0,-1,-1,-1,0
3089,投げ,なげ,shop,na,na,,,,,,1,1,,,0,0,-1,-1,-1,0
3090,嘆き,なげき,shop,na,na,,,,,,1,1,,,0,0,-1,-1,-1,0
3091,情け,なさけ,shop,na,na,,,,,,1,1,,,0,0,-1,-1,-1,0
3092,無し,なし,shop,na,na,,,,,,1,1,,,0,0,-1,-1,-1,0
3093,なし崩し,なしくずし,shop,na,na,,,,,,1,1,,,0,0,-1,-1,-1,0
3094,謎,なぞ,shop,na,na,,,,,,1,1,,,0,0,-1,-1,-1,0
3095,謎のシスター,なぞのしすたー,shop,na,na,,,,,,1,1,,,0,0,1081,chr008_title_ach_1,8,0
3096,夏,なつ,shop,na,na,,,,,,1,1,,,0,0,-1,-1,-1,0
3097,懐かしい,なつかしい,shop,na,na,,,,,,1,1,,,0,0,-1,-1,-1,0
3098,など,など,shop,na,na,,,,,,1,1,,,0,0,-1,-1,-1,0
3099,七草,ななくさ,shop,na,na,,,,,,1,1,,,0,0,-1,-1,-1,0
3100,名無し,ななし,shop,na,na,,,,,,1,1,,,0,0,-1,-1,-1,0
3101,七ツ夜,ななつや,shop,na,na,,,,,,1,1,,,0,0,1031,chr003_title_ach_1,3,0
3102,何気なく,なにげなく,shop,na,na,,,,,,1,1,,,0,0,-1,-1,-1,0
3103,何事も控えめに,なにごともひかえめに,shop,na,na,,,,,,1,1,,,0,0,1031,chr003_title_cs_1,3,0
3104,生主,なまぬし,shop,na,na,,,,,,1,1,,,0,0,-1,-1,-1,0
3105,生配信,なまはいしん,shop,na,na,,,,,,1,1,,,0,0,-1,-1,-1,0
3106,生放送,なまほうそう,shop,na,na,,,,,,1,1,,,0,0,-1,-1,-1,0
3107,艶めかしい,なまめかしい,shop,na,na,,,,,,1,1,,,0,0,-1,-1,-1,0
3108,波,なみ,shop,na,na,,,,,,1,1,,,0,0,-1,-1,-1,0
3109,涙,なみだ,shop,na,na,,,,,,1,1,,,0,0,-1,-1,-1,0
3110,涙あり笑いあり,なみだありわらいあり,shop,na,na,,,,,,1,1,,,0,0,-1,-1,-1,0
3111,奈落,ならく,shop,na,na,,,,,,1,1,,,0,0,-1,-1,-1,0
3112,ならびに,ならびに,shop,na,na,,,,,,1,1,,,0,0,-1,-1,-1,0
3113,なり,なり,shop,na,na,,,,,,1,1,,,0,0,-1,-1,-1,0
3114,鳴子,なるこ,shop,na,na,,,,,,1,1,,,0,0,-1,-1,-1,0
3115,なるはや,なるはや,shop,na,na,,,,,,1,1,,,0,0,-1,-1,-1,0
3116,馴れ合い,なれあい,shop,na,na,,,,,,1,1,,,0,0,-1,-1,-1,0
3117,ナン,なん,shop,na,na,,,,,,1,1,,,0,0,-1,-1,-1,0
3118,難関,なんかん,shop,na,na,,,,,,1,1,,,0,0,-1,-1,-1,0
3119,難攻不落,なんこうふらく,shop,na,na,,,,,,1,1,,,0,0,-1,-1,-1,0
3120,汝,なんじ,shop,na,na,,,,,,1,1,,,0,0,-1,-1,-1,0
3121,なんちゃって,なんちゃって,shop,na,na,,,,,,1,1,,,0,0,-1,-1,-1,0
3122,なんちゃって八極拳,なんちゃってはっきょくけん,shop,na,na,,,,,,1,1,,,0,0,1132,chr013_title_ach_2,13,0
3123,に,に,shop,na,ni,,,,,,1,1,,,0,0,-1,-1,-1,0
3124,兄さん,にいさん,shop,na,ni,,,,,,1,1,,,0,0,-1,-1,-1,0
3125,ニート,にーと,shop,na,ni,,,,,,1,1,,,0,0,-1,-1,-1,0
3126,匂い,におい,shop,na,ni,,,,,,1,1,,,0,0,-1,-1,-1,0
3127,仁王立ち,におうだち,shop,na,ni,,,,,,1,1,,,0,0,-1,-1,-1,0
3128,苦い,にがい,shop,na,ni,,,,,,1,1,,,0,0,-1,-1,-1,0
3129,肉,にく,shop,na,ni,,,,,,1,1,,,0,0,-1,-1,-1,0
3130,憎しみ,にくしみ,shop,na,ni,,,,,,1,1,,,0,0,-1,-1,-1,0
3131,肉食系,にくしょくけい,shop,na,ni,,,,,,1,1,,,0,0,-1,-1,-1,0
3132,肉壁,にくへき,shop,na,ni,,,,,,1,1,,,0,0,-1,-1,-1,0
3133,肉片も……残さないから！,にくへんものこさないから,shop,na,ni,,,,,,1,1,,,0,0,1002,chr000_title_battle_3,0,0
3134,二軍,にぐん,shop,na,ni,,,,,,1,1,,,0,0,-1,-1,-1,0
3135,煮込み,にこみ,shop,na,ni,,,,,,1,1,,,0,0,-1,-1,-1,0
3136,二択,にたく,shop,na,ni,,,,,,1,1,,,0,0,-1,-1,-1,0
3137,ニヒル,にひる,shop,na,ni,,,,,,1,1,,,0,0,-1,-1,-1,0
3138,日本,にほん,shop,na,ni,,,,,,1,1,,,0,0,-1,-1,-1,0
3139,にゃん,にゃん,shop,na,ni,,,,,,1,1,,,0,0,-1,-1,-1,0
3140,入会,にゅうかい,shop,na,ni,,,,,,1,1,,,0,0,-1,-1,-1,0
3141,入学,にゅうがく,shop,na,ni,,,,,,1,1,,,0,0,-1,-1,-1,0
3142,入場,にゅうじょう,shop,na,ni,,,,,,1,1,,,0,0,-1,-1,-1,0
3143,ニュービー,にゅーびー,shop,na,ni,,,,,,1,1,,,0,0,-1,-1,-1,0
3144,入力,にゅうりょく,shop,na,ni,,,,,,1,1,,,0,0,-1,-1,-1,0
3145,女房役,にょうぼうやく,shop,na,ni,,,,,,1,1,,,0,0,-1,-1,-1,0
3146,如実に,にょじつに,shop,na,ni,,,,,,1,1,,,0,0,-1,-1,-1,0
3147,二流,にりゅう,shop,na,ni,,,,,,1,1,,,0,0,-1,-1,-1,0
3148,にわか,にわか,shop,na,ni,,,,,,1,1,,,0,0,-1,-1,-1,0
3149,任意同行,にんいどうこう,shop,na,ni,,,,,,1,1,,,0,0,-1,-1,-1,0
3150,任意の,にんいの,shop,na,ni,,,,,,1,1,,,0,0,-1,-1,-1,0
3151,人気,にんき,shop,na,ni,,,,,,1,1,,,0,0,-1,-1,-1,0
3152,任期,にんき,shop,na,ni,,,,,,1,1,,,0,0,-1,-1,-1,0
3153,人形,にんぎょう,shop,na,ni,,,,,,1,1,,,0,0,-1,-1,-1,0
4159,人形使い,にんぎょうつかい,shop,na,ni,,,,,,1,1,,,0,0,1173,chr017_title_ach_3,17,24
3154,人間,にんげん,shop,na,ni,,,,,,1,1,,,0,0,-1,-1,-1,0
4133,ニンゲンってほんとみじめ,にんげんってほんとみじめ,shop,na,ni,,,,,,1,1,,,0,0,1142,chr014_title_battle_3,14,19
4141,人間ミサイルランチャー,にんげんみさいるらんちゃー,shop,na,ni,,,,,,1,1,,,0,0,1151,chr015_title_ach_1,15,20
3155,忍者,にんじゃ,shop,na,ni,,,,,,1,1,,,0,0,-1,-1,-1,0
3156,忍術,にんじゅつ,shop,na,ni,,,,,,1,1,,,0,0,-1,-1,-1,0
3157,認知,にんち,shop,na,ni,,,,,,1,1,,,0,0,-1,-1,-1,0
3158,認定,にんてい,shop,na,ni,,,,,,1,1,,,0,0,-1,-1,-1,0
3159,任務,にんむ,shop,na,ni,,,,,,1,1,,,0,0,-1,-1,-1,0
3160,鵺,ぬえ,shop,na,nu,,,,,,1,1,,,0,0,-1,-1,-1,0
3161,抜き打ち,ぬきうち,shop,na,nu,,,,,,1,1,,,0,0,-1,-1,-1,0
3162,抜く,ぬく,shop,na,nu,,,,,,1,1,,,0,0,-1,-1,-1,0
3163,拭えない,ぬぐえない,shop,na,nu,,,,,,1,1,,,0,0,-1,-1,-1,0
3164,抜け毛,ぬけげ,shop,na,nu,,,,,,1,1,,,0,0,-1,-1,-1,0
3165,抜け目がない,ぬけめがない,shop,na,nu,,,,,,1,1,,,0,0,-1,-1,-1,0
3166,抜け目のない,ぬけめのない,shop,na,nu,,,,,,1,1,,,0,0,-1,-1,-1,0
3167,沼,ぬま,shop,na,nu,,,,,,1,1,,,0,0,-1,-1,-1,0
3168,ぬるぬる,ぬるぬる,shop,na,nu,,,,,,1,1,,,0,0,-1,-1,-1,0
3169,ね,ね,shop,na,ne,,,,,,1,1,,,0,0,-1,-1,-1,0
3170,ネイキッド,ねいきっど,shop,na,ne,,,,,,1,1,,,0,0,-1,-1,-1,0
3171,ネイティブ,ねいてぃぶ,shop,na,ne,,,,,,1,1,,,0,0,-1,-1,-1,0
3172,姉さん,ねえさん,shop,na,ne,,,,,,1,1,,,0,0,-1,-1,-1,0
3173,ネーム,ねーむ,shop,na,ne,,,,,,1,1,,,0,0,-1,-1,-1,0
3174,ネームレス,ねーむれす,shop,na,ne,,,,,,1,1,,,0,0,-1,-1,-1,0
3175,ネオ,ねお,shop,na,ne,,,,,,1,1,,,0,0,-1,-1,-1,0
3176,ネガティブ,ねがてぃぶ,shop,na,ne,,,,,,1,1,,,0,0,-1,-1,-1,0
3177,労い,ねぎらい,shop,na,ne,,,,,,1,1,,,0,0,-1,-1,-1,0
3178,ネクサス,ねくさす,shop,na,ne,,,,,,1,1,,,0,0,-1,-1,-1,0
3179,ネクスト,ねくすと,shop,na,ne,,,,,,1,1,,,0,0,-1,-1,-1,0
3180,寝首,ねくび,shop,na,ne,,,,,,1,1,,,0,0,-1,-1,-1,0
3181,根暗,ねくら,shop,na,ne,,,,,,1,1,,,0,0,-1,-1,-1,0
3182,ねこ,ねこ,shop,na,ne,,,,,,1,1,,,0,0,-1,-1,-1,0
3183,猫,ねこ,shop,na,ne,,,,,,1,1,,,0,0,-1,-1,-1,0
3184,ネゴシエーター,ねごしえーたー,shop,na,ne,,,,,,1,1,,,0,0,-1,-1,-1,0
3185,寝込み,ねこみ,shop,na,ne,,,,,,1,1,,,0,0,-1,-1,-1,0
3186,ネゴる,ねごる,shop,na,ne,,,,,,1,1,,,0,0,-1,-1,-1,0
3187,寝覚め,ねざめ,shop,na,ne,,,,,,1,1,,,0,0,-1,-1,-1,0
3188,ネタ,ねた,shop,na,ne,,,,,,1,1,,,0,0,-1,-1,-1,0
3189,ネタバレ,ねたばれ,shop,na,ne,,,,,,1,1,,,0,0,-1,-1,-1,0
3190,妬み,ねたみ,shop,na,ne,,,,,,1,1,,,0,0,-1,-1,-1,0
3191,熱血,ねっけつ,shop,na,ne,,,,,,1,1,,,0,0,-1,-1,-1,0
3192,根っこ,ねっこ,shop,na,ne,,,,,,1,1,,,0,0,-1,-1,-1,0
3193,熱視線,ねつしせん,shop,na,ne,,,,,,1,1,,,0,0,-1,-1,-1,0
3194,熱心に,ねっしんに,shop,na,ne,,,,,,1,1,,,0,0,-1,-1,-1,0
3195,熱中,ねっちゅう,shop,na,ne,,,,,,1,1,,,0,0,-1,-1,-1,0
3196,ネット,ねっと,shop,na,ne,,,,,,1,1,,,0,0,-1,-1,-1,0
3197,ネットワーク,ねっとわーく,shop,na,ne,,,,,,1,1,,,0,0,-1,-1,-1,0
3198,寝っぱ,ねっぱ,shop,na,ne,,,,,,1,1,,,0,0,-1,-1,-1,0
3199,涅槃,ねはん,shop,na,ne,,,,,,1,1,,,0,0,-1,-1,-1,0
3200,眠りの,ねむりの,shop,na,ne,,,,,,1,1,,,0,0,-1,-1,-1,0
3201,眠る,ねむる,shop,na,ne,,,,,,1,1,,,0,0,-1,-1,-1,0
3202,念,ねん,shop,na,ne,,,,,,1,1,,,0,0,-1,-1,-1,0
3203,念押し,ねんおし,shop,na,ne,,,,,,1,1,,,0,0,-1,-1,-1,0
3204,年季,ねんき,shop,na,ne,,,,,,1,1,,,0,0,-1,-1,-1,0
3205,年中無休,ねんじゅうむきゅう,shop,na,ne,,,,,,1,1,,,0,0,-1,-1,-1,0
3206,燃焼,ねんしょう,shop,na,ne,,,,,,1,1,,,0,0,-1,-1,-1,0
3207,年生,ねんせい,shop,na,ne,,,,,,1,1,,,0,0,-1,-1,-1,0
3208,年齢,ねんれい,shop,na,ne,,,,,,1,1,,,0,0,-1,-1,-1,0
3209,の,の,shop,na,no,,,,,,1,1,,,0,0,-1,-1,-1,0
3210,ノイズ,のいず,shop,na,no,,,,,,1,1,,,0,0,-1,-1,-1,0
3211,脳,のう,shop,na,no,,,,,,1,1,,,0,0,-1,-1,-1,0
3212,納金,のうきん,shop,na,no,,,,,,1,1,,,0,0,-1,-1,-1,0
3213,脳筋,のうきん,shop,na,no,,,,,,1,1,,,0,0,-1,-1,-1,0
3214,濃厚な,のうこうな,shop,na,no,,,,,,1,1,,,0,0,-1,-1,-1,0
3215,悩殺,のうさつ,shop,na,no,,,,,,1,1,,,0,0,-1,-1,-1,0
3216,の後ろに,のうしろに,shop,na,no,,,,,,1,1,,,0,0,-1,-1,-1,0
3217,能天気,のうてんき,shop,na,no,,,,,,1,1,,,0,0,-1,-1,-1,0
3218,能天気な,のうてんきな,shop,na,no,,,,,,1,1,,,0,0,-1,-1,-1,0
3219,納刀,のうとう,shop,na,no,,,,,,1,1,,,0,0,-1,-1,-1,0
3220,能動的な,のうどうてき,shop,na,no,,,,,,1,1,,,0,0,-1,-1,-1,0
3221,納品,のうひん,shop,na,no,,,,,,1,1,,,0,0,-1,-1,-1,0
3222,能力,のうりょく,shop,na,no,,,,,,1,1,,,0,0,-1,-1,-1,0
3223,能力者,のうりょくしゃ,shop,na,no,,,,,,1,1,,,0,0,-1,-1,-1,0
3224,ノエル,のえる,shop,na,no,,,,,,1,1,,,0,0,-1,-1,-1,0
3225,ノエル使い,のえるつかい,shop,na,no,,,,,,1,1,,,0,0,1082,chr008_title_com_2,8,0
3226,ノエルマスター,のえるますたー,shop,na,no,,,,,,1,1,,,0,0,1083,chr008_title_com_3,8,0
3227,ノエル見習い,のえるみならい,shop,na,no,,,,,,1,1,,,0,0,1081,chr008_title_com_1,8,0
3228,ノー,のー,shop,na,no,,,,,,1,1,,,0,0,-1,-1,-1,0
3229,ノーチャン,のーちゃん,shop,na,no,,,,,,1,1,,,0,0,-1,-1,-1,0
3230,ノービス,のーびす,shop,na,no,,,,,,1,1,,,0,0,-1,-1,-1,0
3231,ノーブル,のーぶる,shop,na,no,,,,,,1,1,,,0,0,-1,-1,-1,0
3232,ノールック,のーるっく,shop,na,no,,,,,,1,1,,,0,0,-1,-1,-1,0
3233,のけもの,のけもの,shop,na,no,,,,,,1,1,,,0,0,-1,-1,-1,0
3234,ノスタルジア,のすたるじあ,shop,na,no,,,,,,1,1,,,0,0,-1,-1,-1,0
3235,ノックアウト,のっくあうと,shop,na,no,,,,,,1,1,,,0,0,-1,-1,-1,0
3236,ノックバック,のっくばっく,shop,na,no,,,,,,1,1,,,0,0,-1,-1,-1,0
3237,ので,ので,shop,na,no,,,,,,1,1,,,0,0,-1,-1,-1,0
3238,のに,のに,shop,na,no,,,,,,1,1,,,0,0,-1,-1,-1,0
3239,伸びしろ,のびしろ,shop,na,no,,,,,,1,1,,,0,0,-1,-1,-1,0
3240,伸び悩み,のびなやみ,shop,na,no,,,,,,1,1,,,0,0,-1,-1,-1,0
3241,上り,のぼり,shop,na,no,,,,,,1,1,,,0,0,-1,-1,-1,0
3242,飲み,のみ,shop,na,no,,,,,,1,1,,,0,0,-1,-1,-1,0
3243,のような,のような,shop,na,no,,,,,,1,1,,,0,0,-1,-1,-1,0
3244,野良,のら,shop,na,no,,,,,,1,1,,,0,0,-1,-1,-1,0
3245,野良犬,のらいぬ,shop,na,no,,,,,,1,1,,,0,0,-1,-1,-1,0
3246,ノリ,のり,shop,na,no,,,,,,1,1,,,0,0,-1,-1,-1,0
3247,ノリで,のりで,shop,na,no,,,,,,1,1,,,0,0,-1,-1,-1,0
3248,ノリノリ,のりのり,shop,na,no,,,,,,1,1,,,0,0,-1,-1,-1,0
3249,呪い,のろい,shop,na,no,,,,,,1,1,,,0,0,-1,-1,-1,0
3250,ノン,のん,shop,na,no,,,,,,1,1,,,0,0,-1,-1,-1,0
3251,のんびり,のんびり,shop,na,no,,,,,,1,1,,,0,0,-1,-1,-1,0
3252,は,は,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3253,バーサーカー,ばーさーかー,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3254,バースト,ばーすと,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3255,バーチカル,ばーちかる,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3256,バーチャル,ばーちゃる,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3257,パーディション,ぱーでぃしょん,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3258,ハート,はーと,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3259,ハード,はーど,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3260,ハーフ,はーふ,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3261,ハーレム,はーれむ,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3262,はい、せーの、ぶいなのだー,はい、せーの、ぶいなのだー,shop,ha,ha,,,,,,1,1,,,0,0,1072,chr007_title_battle_1,7,0
3263,バイアス,ばいあす,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3264,灰色,はいいろ,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3265,倍返しにして差し上げます！,ばいがえしにしてさしあげます,shop,ha,ha,,,,,,1,1,,,0,0,1022,chr002_title_battle_2,2,0
3266,背景,はいけい,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3267,廃人,はいじん,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3268,ハイスペ,はいすぺ,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3269,ハイスペック,はいすぺっく,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3270,敗訴,はいそ,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3271,背徳的な,はいとくてきな,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3272,パイルバンカー,ぱいるばんかー,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3273,覇王,はおう,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3274,破壊,はかい,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3275,鋼,はがね,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3276,歯がゆい,はがゆい,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3277,ばかり,ばかり,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3278,博愛主義,はくあいしゅぎ,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3279,白銀,はくぎん,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3280,伯爵,はくしゃく,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3281,薄弱,はくじゃく,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3282,箱舟,はこぶね,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3283,婆娑羅者,ばさらもの,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3284,初めて,はじめて,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3285,始めました,はじめました,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3286,覇者,はしゃ,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3287,バジリスク,ばじりすく,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3288,パスタ,ぱすた,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3289,バスター,ばすたー,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3290,パターン,ぱたーん,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3291,裸,はだか,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3292,働く,はたらく,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3293,蜂,はち,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3294,ハチミツ,はちみつ,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3295,発,はつ,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3296,罰,ばつ,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3297,ハッカー,はっかー,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3298,八極拳士は無敵だい！,はっきょくけんしはむてきだい,shop,ha,ha,,,,,,1,1,,,0,0,1133,chr013_title_ach_3,13,0
3299,ハッキリ,はっきり,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3300,バツグンのコンビネーション,ばつぐんのこんびねーしょん,shop,ha,ha,,,,,,1,1,,,0,0,1072,chr007_title_ach_2,7,0
3301,発射,はっしゃ,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3302,発車,はっしゃ,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3303,バッド,ばっど,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3304,バッドラック,ばっどらっく,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3305,八方美人,はっぽうびじん,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3306,ハデス,はです,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3307,華々しい,はなばなしい,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3308,ハニー,ハニー,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3309,ハニートラップ,はにーとらっぷ,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3310,バニシュ,ばにしゅ,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3311,パニッシュ,ぱにっしゅ,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3312,母,はは,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3313,パパ,ぱぱ,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3314,バフ,ばふ,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3315,パフューム,ぱふゅーむ,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3316,ハマる,はまる,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3317,はみ出す,はみだす,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3318,破滅,はめつ,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3319,刃物,はもの,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3320,波紋,はもん,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3321,破門,はもん,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3322,はやく私を選びなさい！,はやくわたしをえらびなさい,shop,ha,ha,,,,,,1,1,,,0,0,1021,chr002_title_cs_2,2,0
3323,林,はやし,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3324,隼,はやぶさ,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3325,バラ,ばら,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
4134,薔薇の肥料になっちゃえば？,ばらのひりょうになっちゃえば,shop,ha,ha,,,,,,1,1,,,0,0,1142,chr014_title_ach_2,14,19
3326,腹ペコ,はらぺこ,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3327,バリバリ,ばりばり,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3328,春,はる,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3329,バルダムヨォン,ばるだむよぉん,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3330,ハロウィーン,はろうぃーん,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3331,バロン,ばろん,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
3332,パワー,ぱわー,shop,ha,ha,,,,,,1,1,,,0,0,-1,-1,-1,0
